respondent_id,_true_persona,Q2_community,Q3_nationality_region,Q4_age_group,Q5_household_composition,Q6_ownership,Q7_years_in_community,Q8_villa_bedrooms,Q9_income_bracket_aed,Q10_cleaning,Q10_gardening,Q10_pool,Q10_pest_control,Q10_repairs,Q10_none,Q11_sourcing_channel,Q12_satisfaction,Q13_pain_unreliable_staff,Q13_pain_inconsistent_quality,Q13_pain_trust_strangers,Q13_pain_high_cost,Q13_pain_time_coordinating,Q13_pain_staff_turnover,Q13_pain_no_accountability,Q13_pain_hard_to_find_specialists,Q13_pain_none,Q14_hours_coordinating_monthly,Q15_feat_fixed_schedule,Q15_feat_vetted_staff,Q15_feat_continuity,Q15_feat_bundled_package,Q15_feat_emergency_callout,Q15_feat_visit_tracking,Q15_feat_ratings_reviews,Q15_feat_flex_addons,Q15_feat_community_manager,Q16_continuity_importance,Q17_scheduling_pref,Q18_current_spend_aed,Q19_max_wtp_aed,Q20_billing_pref,Q22_vetting_importance,Q23_app_comfort,Q24_app_real_time_tracking,Q24_app_in_app_reschedule,Q24_app_ratings,Q24_app_photo_verification,Q24_app_chat,Q24_app_announcements,Q24_app_none_prefer_whatsapp,Q25_interest
156,Skeptical Traditionalists,The Meadows,GCC national,45-54,Multigenerational household,Owner,14.5,3,"30,000-49,999",0,1,1,1,0,0,DIY,3,1,0,0,0,1,0,1,1,0,4.2,1,0,1,0,1,0,1,1,1,4,Weekly,1515.0,1236.0,Bundled into HOA fees,4,2,0,0,0,1,0,1,1,Maybe
157,Cost-Conscious Family Households,Damac Hills,South Asian,35-44,Couple with children,Owner,11.7,2,"30,000-49,999",0,0,0,0,1,0,Informal/word-of-mouth,4,0,0,1,0,0,0,0,0,0,4.9,1,1,0,0,0,0,1,1,0,3,Flexible/on-demand,2043.0,2525.0,Separate billing,3,3,0,1,0,0,0,0,0,No
158,Skeptical Traditionalists,Jumeirah Islands,African,35-44,Multigenerational household,Owner,5.9,5,,0,1,0,0,1,0,Individual freelancers,3,1,0,0,0,0,0,0,0,0,4.1,0,1,1,1,0,0,0,0,0,5,Weekly,3084.0,4762.0,Separate billing,4,1,1,1,0,0,0,0,0,Yes
159,Affluent Low-Engagement,Jumeirah Islands,Western (Europe/NA/ANZ),35-44,Multigenerational household,Owner,6.7,4,,1,1,1,0,1,0,Agency/company,3,0,0,0,0,0,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,4,Weekly,5499.0,8328.0,Bundled into HOA fees,4,3,1,1,0,0,1,1,0,Maybe
160,Affluent Low-Engagement,The Springs,GCC national,35-44,"Single/couple, no children",Owner,14.8,4,"80,000+",1,1,1,1,0,0,Agency/company,4,1,0,0,0,0,0,0,0,0,4.9,1,1,0,0,0,0,0,0,0,3,Flexible/on-demand,10675.0,15962.0,Bundled into HOA fees,4,4,0,0,1,0,0,1,0,No
161,Time-Poor Premium Professionals,Dubai Hills Estate,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Tenant,4.7,4,"50,000-79,999",1,1,0,1,1,0,Mix,3,1,1,0,1,1,1,0,0,0,7.5,1,1,1,1,1,0,0,0,1,4,Weekly,5093.0,6636.0,Separate billing,5,4,0,1,0,1,0,0,0,Yes
162,Tech-Savvy Young Adopters,Damac Hills,GCC national,25-34,Shared housing/roommates,Owner,0.9,3,"15,000-29,999",1,0,0,0,0,0,Individual freelancers,2,1,1,0,0,0,0,0,0,0,4.1,1,0,1,0,0,0,1,1,0,2,Weekly,846.0,1130.0,Bundled into HOA fees,5,5,0,0,0,1,0,0,0,Yes
163,Cost-Conscious Family Households,Arabian Ranches,Western (Europe/NA/ANZ),35-44,Couple with children,Owner,4.4,3,"15,000-29,999",1,1,0,0,1,0,Individual freelancers,4,0,1,1,1,0,0,1,0,0,5.0,1,1,1,1,0,1,0,1,0,4,Biweekly,1235.0,894.0,Separate billing,4,5,0,0,0,0,0,0,0,Yes
164,Time-Poor Premium Professionals,Jumeirah Islands,Western (Europe/NA/ANZ),Under 25,Couple with children,Owner,10.7,3,"80,000+",1,1,0,1,0,1,Mix,3,1,1,1,0,1,0,1,1,0,12.2,1,1,0,0,0,1,1,0,0,4,Biweekly,3558.0,4450.0,No preference,3,2,1,0,1,0,0,0,0,Yes
165,Skeptical Traditionalists,The Meadows,Western (Europe/NA/ANZ),55+,Couple with children,Owner,12.7,4,"15,000-29,999",1,1,0,1,1,0,Informal/word-of-mouth,3,1,0,0,1,0,0,0,0,0,2.1,1,0,0,0,0,0,0,0,0,5,Monthly,2589.0,2362.0,No preference,4,3,1,0,0,1,0,0,0,Yes
166,Cost-Conscious Family Households,Al Furjan,Other Arab,25-34,Couple with children,Tenant,6.5,4,"30,000-49,999",0,0,1,1,0,0,Informal/word-of-mouth,3,0,0,1,1,1,0,0,0,0,7.3,1,1,0,1,0,0,0,1,0,4,Weekly,1852.0,1801.0,Bundled into HOA fees,5,3,1,0,1,1,0,0,0,Yes
167,Tech-Savvy Young Adopters,Jumeirah Islands,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Tenant,0.3,2,"15,000-29,999",1,0,0,0,0,0,Individual freelancers,3,1,0,0,1,0,0,1,1,0,4.2,0,1,0,1,1,0,1,1,0,3,Monthly,954.0,1489.0,Bundled into HOA fees,4,4,1,0,0,1,1,0,0,Maybe
168,Tech-Savvy Young Adopters,The Springs,Other Arab,Under 25,Multigenerational household,Tenant,0.6,3,"15,000-29,999",1,0,0,0,0,0,Agency/company,4,0,1,0,1,0,0,0,1,0,4.8,0,1,0,1,0,1,0,1,0,4,Weekly,1125.0,1266.0,Bundled into HOA fees,5,4,0,0,0,0,0,1,0,Yes
169,Cost-Conscious Family Households,The Meadows,Other Arab,25-34,Couple with children,Owner,6.7,3,"30,000-49,999",0,1,0,1,1,0,Informal/word-of-mouth,4,0,0,1,1,0,0,0,0,0,8.0,0,1,0,1,0,0,0,0,0,3,Monthly,854.0,761.0,Bundled into HOA fees,4,3,0,0,0,0,0,0,0,Yes
170,Tech-Savvy Young Adopters,The Springs,Other Arab,25-34,Couple with children,Tenant,0.7,3,"30,000-49,999",1,0,0,0,0,0,Mix,3,0,1,0,0,0,0,0,1,0,2.5,1,0,0,1,1,1,0,0,0,3,Flexible/on-demand,1497.0,1259.0,Bundled into HOA fees,5,3,1,1,1,0,0,0,0,Yes
171,Cost-Conscious Family Households,Al Furjan,South Asian,25-34,Couple with children,Owner,6.8,3,"80,000+",1,0,0,0,0,0,Informal/word-of-mouth,5,0,0,0,0,1,0,0,0,1,6.3,1,0,0,0,0,0,0,0,1,5,Weekly,3085.0,2928.0,Separate billing,5,5,0,1,0,0,0,0,0,Yes
172,Skeptical Traditionalists,Dubai Hills Estate,African,45-54,Multigenerational household,Owner,17.1,4,"15,000-29,999",1,1,0,0,1,0,Mix,5,0,0,1,0,1,0,0,0,0,4.2,0,1,1,0,1,0,1,0,0,3,Biweekly,2404.0,1623.0,Separate billing,4,2,0,0,0,1,0,0,0,No
173,Cost-Conscious Family Households,Jumeirah Park,South Asian,35-44,Couple with children,Owner,6.8,3,"15,000-29,999",0,0,0,1,0,0,Informal/word-of-mouth,4,1,0,0,1,1,1,1,0,0,9.6,0,0,1,0,0,1,0,1,0,5,Monthly,1193.0,1361.0,Bundled into HOA fees,4,3,1,0,0,0,0,0,0,Yes
174,Tech-Savvy Young Adopters,Dubai Hills Estate,GCC national,25-34,"Single/couple, no children",Tenant,3.6,3,"15,000-29,999",1,0,0,0,1,0,Agency/company,3,1,0,0,1,0,0,1,0,0,6.1,0,0,0,1,1,0,1,0,1,4,Weekly,1209.0,2128.0,No preference,3,5,1,1,0,0,0,1,0,Yes
175,Time-Poor Premium Professionals,The Meadows,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Owner,10.0,4,,1,1,0,1,1,0,Mix,2,1,1,1,0,1,1,1,0,0,9.4,1,1,1,0,1,1,0,0,0,4,Weekly,3303.0,2368.0,Separate billing,4,4,1,0,0,0,0,1,0,Yes
176,Time-Poor Premium Professionals,The Meadows,Other Arab,35-44,Couple with children,Owner,4.8,2,"50,000-79,999",1,0,0,1,0,0,Informal/word-of-mouth,4,1,1,0,0,1,1,1,0,0,9.8,1,0,0,1,0,0,0,1,0,4,Weekly,3071.0,3505.0,Bundled into HOA fees,5,3,0,0,0,0,1,0,0,Maybe
177,Cost-Conscious Family Households,Damac Hills,Other Arab,45-54,Couple with children,Tenant,11.4,4,"30,000-49,999",1,0,0,0,0,0,Individual freelancers,1,0,1,0,1,0,0,0,0,1,4.1,0,0,1,1,0,1,0,0,1,3,Biweekly,2224.0,2078.0,Bundled into HOA fees,5,3,0,1,0,0,1,0,0,Maybe
178,Tech-Savvy Young Adopters,Jumeirah Islands,South Asian,25-34,"Single/couple, no children",Tenant,1.8,2,"15,000-29,999",0,0,0,1,1,1,Individual freelancers,1,0,0,1,1,1,0,0,1,0,5.4,1,1,0,1,1,1,1,0,0,3,Weekly,471.0,655.0,No preference,4,4,1,0,0,0,0,0,0,Maybe
179,Tech-Savvy Young Adopters,The Meadows,Southeast/East Asian,Under 25,"Single/couple, no children",Owner,0.2,3,"15,000-29,999",0,0,0,1,0,0,Individual freelancers,2,1,1,0,1,0,0,0,1,0,6.1,0,0,1,1,1,0,0,1,0,3,Biweekly,855.0,685.0,No preference,2,5,1,0,0,0,0,0,0,Yes
180,Affluent Low-Engagement,Damac Hills,GCC national,45-54,Couple with children,Owner,5.5,3,"50,000-79,999",1,1,1,1,1,0,Agency/company,3,1,1,0,0,0,0,0,1,0,3.4,1,0,1,0,1,0,1,0,1,2,Biweekly,3592.0,7318.0,No preference,5,3,0,0,1,0,1,0,0,No
181,Tech-Savvy Young Adopters,Dubai Hills Estate,Southeast/East Asian,Under 25,"Single/couple, no children",Tenant,2.1,2,"30,000-49,999",1,0,0,0,0,0,Agency/company,4,0,0,0,1,0,1,1,0,0,6.7,1,0,0,1,0,0,1,1,0,4,Flexible/on-demand,349.0,565.0,Bundled into HOA fees,4,5,1,0,1,0,1,0,0,Yes
182,Tech-Savvy Young Adopters,Dubai Hills Estate,Southeast/East Asian,25-34,Couple with children,Tenant,0.6,3,"50,000-79,999",1,1,0,0,0,0,DIY,3,0,1,0,0,0,0,0,1,0,3.7,0,0,0,1,0,0,1,0,0,3,Flexible/on-demand,1801.0,1840.0,No preference,3,5,1,0,1,0,1,0,0,Yes
183,Skeptical Traditionalists,Dubai Hills Estate,Other Arab,35-44,Couple with children,Owner,8.8,3,"80,000+",0,0,0,0,0,1,Informal/word-of-mouth,3,0,0,1,0,1,0,0,0,0,0.6,0,1,1,0,0,0,0,0,0,5,Weekly,4952.0,3646.0,Bundled into HOA fees,5,2,0,0,0,0,0,0,0,Maybe
184,Cost-Conscious Family Households,The Springs,Other,45-54,Couple with children,Owner,2.3,4,"Under 15,000",1,0,1,0,1,0,Agency/company,3,1,1,0,1,0,0,0,0,0,6.3,1,1,0,1,0,1,0,0,0,4,Biweekly,1600.0,1041.0,No preference,2,2,1,1,1,0,1,0,1,Yes
185,Affluent Low-Engagement,Arabian Ranches,Southeast/East Asian,45-54,Couple with children,Owner,3.6,3,"80,000+",1,1,1,1,0,0,Agency/company,4,1,0,0,0,0,0,0,0,0,3.0,0,1,1,0,0,0,0,0,0,3,Weekly,9015.0,19867.0,Bundled into HOA fees,5,3,0,1,0,0,0,0,0,Yes
186,Skeptical Traditionalists,Jumeirah Park,Southeast/East Asian,45-54,"Single/couple, no children",Owner,18.6,4,"30,000-49,999",1,0,1,0,0,0,Informal/word-of-mouth,3,0,1,0,1,0,0,1,1,0,3.5,0,0,1,1,1,1,0,0,1,5,Biweekly,1802.0,1061.0,Bundled into HOA fees,5,2,0,0,0,0,0,0,0,No
187,Cost-Conscious Family Households,Jumeirah Park,Southeast/East Asian,35-44,Couple with children,Tenant,4.0,3,"15,000-29,999",0,0,0,0,1,0,Informal/word-of-mouth,3,1,0,1,1,0,1,1,0,0,8.8,1,1,1,1,0,0,1,0,1,4,Weekly,1016.0,782.0,Separate billing,5,2,1,1,0,0,0,0,1,Maybe
188,Time-Poor Premium Professionals,The Meadows,Southeast/East Asian,35-44,"Single/couple, no children",Tenant,3.1,3,"50,000-79,999",1,0,1,1,1,0,Informal/word-of-mouth,2,1,0,1,0,1,0,1,0,0,6.7,1,1,1,1,0,1,0,0,0,3,Weekly,6522.0,10658.0,Separate billing,4,5,0,1,1,0,0,0,0,No
189,Affluent Low-Engagement,Jumeirah Park,GCC national,35-44,"Single/couple, no children",Owner,3.8,4,"80,000+",1,1,0,1,1,0,Informal/word-of-mouth,4,0,0,0,0,0,0,0,0,0,1.8,0,0,1,0,0,1,0,0,0,2,Biweekly,12255.0,15254.0,Bundled into HOA fees,3,1,0,0,0,0,1,1,0,No
190,Cost-Conscious Family Households,The Meadows,Other Arab,Under 25,Couple with children,Tenant,2.5,3,"Under 15,000",0,0,0,0,1,0,Individual freelancers,3,0,1,0,1,0,0,1,0,0,8.3,0,1,1,0,0,0,0,0,1,2,Biweekly,843.0,814.0,No preference,4,4,0,1,1,0,0,0,0,Maybe
191,Tech-Savvy Young Adopters,Al Furjan,South Asian,25-34,Shared housing/roommates,Tenant,1.2,2,"50,000-79,999",1,0,0,0,0,0,Agency/company,4,1,1,1,1,0,1,0,1,0,7.8,0,1,1,0,0,1,0,0,0,2,Weekly,1835.0,1438.0,Bundled into HOA fees,3,5,1,0,0,0,0,1,0,Yes
192,Cost-Conscious Family Households,Mudon,Other Arab,35-44,Multigenerational household,Owner,7.9,3,"30,000-49,999",0,0,1,0,1,0,Individual freelancers,3,1,0,1,1,0,1,0,1,0,8.1,0,1,1,1,1,1,0,1,1,5,Flexible/on-demand,3104.0,2050.0,Separate billing,4,4,0,0,0,0,0,0,0,No
193,Time-Poor Premium Professionals,Jumeirah Islands,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Owner,2.3,3,,1,0,0,1,1,0,Informal/word-of-mouth,3,0,0,0,0,0,0,1,1,0,9.9,1,0,1,1,0,1,0,1,1,4,Weekly,3356.0,4294.0,Separate billing,5,5,0,1,0,0,1,0,0,Yes
194,Tech-Savvy Young Adopters,Al Furjan,South Asian,35-44,"Single/couple, no children",Tenant,1.0,4,,1,0,0,0,0,0,Individual freelancers,2,0,0,0,1,0,0,0,1,1,8.2,0,1,0,0,1,1,0,0,0,3,Weekly,1452.0,900.0,Separate billing,4,5,0,0,1,0,0,0,0,Maybe
195,Time-Poor Premium Professionals,Al Furjan,Southeast/East Asian,25-34,Couple with children,Owner,3.9,4,"50,000-79,999",1,1,0,0,1,0,Mix,3,1,0,1,1,1,1,0,0,0,10.3,1,1,1,1,0,1,0,0,0,4,Flexible/on-demand,4923.0,4224.0,Bundled into HOA fees,4,5,1,0,1,0,0,0,0,Yes
196,Time-Poor Premium Professionals,Al Furjan,Southeast/East Asian,35-44,Couple with children,Tenant,6.5,3,"15,000-29,999",1,0,0,0,0,0,Agency/company,3,1,1,0,0,1,1,0,1,0,11.3,1,0,1,0,1,1,0,1,1,4,Monthly,2832.0,79.0,Separate billing,5,4,0,1,0,1,0,0,0,Yes
197,Skeptical Traditionalists,Jumeirah Park,Western (Europe/NA/ANZ),55+,Multigenerational household,Owner,9.8,3,"30,000-49,999",0,0,1,1,0,0,Individual freelancers,2,0,0,0,0,0,0,0,0,0,2.6,0,1,1,0,0,1,0,0,0,4,Weekly,1229.0,764.0,Separate billing,2,4,1,1,0,0,0,1,0,No
198,Tech-Savvy Young Adopters,Jumeirah Islands,Southeast/East Asian,Under 25,"Single/couple, no children",Tenant,0.3,2,"15,000-29,999",0,0,0,0,1,0,Individual freelancers,1,0,0,0,1,0,0,0,0,0,6.4,1,0,0,1,0,1,1,0,0,3,Biweekly,783.0,1106.0,No preference,5,5,0,0,0,1,1,0,0,Maybe
199,Time-Poor Premium Professionals,Jumeirah Islands,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Tenant,4.7,3,"80,000+",0,1,0,0,0,0,Mix,1,1,0,0,0,1,1,0,0,0,9.2,1,1,1,1,0,0,0,1,0,3,Weekly,4426.0,7643.0,Bundled into HOA fees,4,4,0,0,1,0,1,0,0,Maybe
200,Cost-Conscious Family Households,Mudon,GCC national,45-54,Multigenerational household,Owner,5.7,3,"15,000-29,999",1,0,1,0,0,0,Informal/word-of-mouth,2,0,0,0,0,0,1,1,0,0,6.1,0,0,1,0,0,0,1,0,1,3,Biweekly,1252.0,645.0,Separate billing,4,3,0,0,0,0,0,0,0,Yes
201,Affluent Low-Engagement,Mudon,Western (Europe/NA/ANZ),55+,Multigenerational household,Owner,15.7,3,"80,000+",1,1,0,0,1,0,Agency/company,4,0,0,0,0,1,0,0,0,0,0.8,0,0,0,1,0,0,0,0,0,3,Biweekly,8497.0,14755.0,Separate billing,3,3,1,0,0,0,1,0,0,No
202,Tech-Savvy Young Adopters,Al Furjan,Western (Europe/NA/ANZ),25-34,Couple with children,Owner,1.4,3,"Under 15,000",1,1,0,0,1,0,DIY,3,0,0,0,1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,1,4,Flexible/on-demand,325.0,800.0,No preference,3,5,0,1,0,1,0,0,0,No
203,Skeptical Traditionalists,Al Furjan,Southeast/East Asian,55+,Couple with children,Owner,10.6,3,"50,000-79,999",1,0,1,1,1,0,Individual freelancers,2,0,0,0,0,0,0,1,0,0,5.1,1,1,1,0,0,0,0,0,1,4,Monthly,2103.0,2433.0,Separate billing,4,1,1,0,1,0,0,0,1,Maybe
204,Time-Poor Premium Professionals,Akoya Oxygen,Other Arab,35-44,"Single/couple, no children",Tenant,3.5,3,"80,000+",1,1,1,1,1,0,Individual freelancers,1,0,0,0,0,1,0,1,1,0,10.2,0,0,1,1,1,0,0,0,0,4,Biweekly,6550.0,7305.0,No preference,3,4,0,0,0,0,1,0,0,Yes
205,Time-Poor Premium Professionals,Damac Hills,South Asian,35-44,"Single/couple, no children",Owner,0.5,3,"80,000+",1,1,0,1,0,0,Informal/word-of-mouth,2,0,1,0,1,1,0,0,1,0,11.1,1,1,0,1,0,1,0,1,0,4,Weekly,5246.0,7208.0,Separate billing,5,3,0,1,0,0,0,0,0,Yes
206,Cost-Conscious Family Households,Jumeirah Islands,Other Arab,35-44,Couple with children,Owner,7.0,4,"30,000-49,999",1,0,0,0,0,0,Individual freelancers,5,1,0,1,0,0,0,0,1,0,5.9,0,1,1,1,1,0,0,0,0,3,Monthly,1844.0,2740.0,Bundled into HOA fees,4,2,1,1,0,1,0,0,0,No
207,Time-Poor Premium Professionals,Al Furjan,Western (Europe/NA/ANZ),45-54,Shared housing/roommates,Owner,3.8,4,"30,000-49,999",1,1,0,0,0,0,Agency/company,3,0,0,0,0,1,0,0,1,0,8.6,1,0,1,1,0,0,0,0,0,5,Weekly,4362.0,6364.0,No preference,5,3,0,0,0,1,1,0,0,No
208,Skeptical Traditionalists,Damac Hills,GCC national,45-54,Multigenerational household,Owner,11.0,5,"30,000-49,999",0,1,0,1,0,0,Informal/word-of-mouth,3,0,1,1,0,0,1,0,0,0,4.2,0,1,1,1,0,0,0,0,0,5,Monthly,2234.0,1813.0,Bundled into HOA fees,3,3,0,1,0,0,0,0,0,No
209,Time-Poor Premium Professionals,Akoya Oxygen,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Owner,4.2,5,"50,000-79,999",1,0,1,0,1,0,Mix,3,1,0,0,0,0,0,1,0,0,8.9,0,1,1,1,0,0,0,0,0,4,Weekly,9353.0,10135.0,Separate billing,3,5,1,0,1,0,0,1,0,Yes
210,Skeptical Traditionalists,Jumeirah Park,Other Arab,55+,Couple with children,Owner,8.6,3,"30,000-49,999",0,1,1,0,1,0,Informal/word-of-mouth,4,0,1,0,0,0,1,0,0,0,1.5,0,1,0,0,1,0,1,0,1,4,Monthly,1276.0,669.0,No preference,5,2,0,0,0,0,0,0,1,Maybe
211,Affluent Low-Engagement,Dubai Hills Estate,GCC national,35-44,Couple with children,Owner,7.8,5,,1,1,0,1,0,0,Agency/company,4,0,0,0,0,0,0,0,0,1,3.4,1,0,1,1,0,1,1,1,0,3,Weekly,23628.0,42867.0,Separate billing,4,3,1,1,1,0,0,0,0,Maybe
212,Skeptical Traditionalists,Damac Hills,GCC national,55+,Multigenerational household,Owner,11.5,5,"50,000-79,999",1,1,0,0,0,0,Agency/company,3,0,0,1,0,0,0,1,0,0,4.0,1,1,0,0,0,1,1,0,1,3,Weekly,3189.0,2547.0,Separate billing,5,2,1,0,0,0,0,1,1,Yes
213,Time-Poor Premium Professionals,The Meadows,South Asian,35-44,Couple with children,Owner,3.0,3,,1,0,0,0,1,0,Mix,4,0,0,0,0,0,0,1,0,0,6.2,0,0,1,1,1,1,1,0,0,5,Weekly,2830.0,4836.0,Separate billing,5,4,0,0,0,0,1,1,0,No
214,Tech-Savvy Young Adopters,Al Furjan,GCC national,Under 25,"Single/couple, no children",Tenant,,2,"15,000-29,999",1,1,0,1,0,0,Agency/company,2,1,1,0,0,0,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,4,Flexible/on-demand,919.0,14932.0,No preference,4,5,0,0,0,1,1,0,0,Yes
215,Affluent Low-Engagement,Arabian Ranches,Western (Europe/NA/ANZ),35-44,Couple with children,Owner,6.8,3,"80,000+",0,0,0,1,0,0,Agency/company,4,0,1,0,0,0,0,0,0,0,3.8,1,0,1,0,1,0,0,1,0,3,Weekly,4650.0,7188.0,No preference,5,4,0,0,0,0,0,0,0,Yes
216,Affluent Low-Engagement,The Meadows,Southeast/East Asian,55+,"Single/couple, no children",Owner,7.0,3,,1,1,1,1,1,0,Agency/company,4,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,3,Weekly,12446.0,16438.0,Separate billing,4,2,0,1,0,0,0,0,0,No
217,Time-Poor Premium Professionals,The Meadows,African,35-44,"Single/couple, no children",Tenant,17.5,4,"30,000-49,999",1,0,1,1,0,0,Mix,3,1,1,1,0,0,1,1,1,0,9.6,1,1,1,1,0,0,1,0,1,4,Biweekly,3145.0,4485.0,No preference,4,3,0,0,0,0,0,0,0,Yes
218,Time-Poor Premium Professionals,The Meadows,Western (Europe/NA/ANZ),25-34,"Single/couple, no children",Owner,6.0,2,"80,000+",1,0,0,0,1,0,Informal/word-of-mouth,2,1,0,0,1,0,1,1,1,0,10.6,1,1,1,0,0,1,1,0,1,3,Monthly,3492.0,3787.0,No preference,5,4,0,0,1,0,0,0,0,Yes
219,Tech-Savvy Young Adopters,Jumeirah Park,Southeast/East Asian,25-34,"Single/couple, no children",Tenant,0.9,3,,0,0,0,1,1,0,DIY,1,1,0,1,0,0,0,1,1,0,8.4,1,1,0,1,1,0,1,0,0,2,Monthly,1651.0,2020.0,Bundled into HOA fees,2,4,0,0,1,1,0,0,0,Maybe
220,Cost-Conscious Family Households,Dubai Hills Estate,South Asian,45-54,Shared housing/roommates,Owner,6.8,2,"15,000-29,999",0,0,0,0,1,0,Agency/company,1,0,0,1,1,1,0,1,0,0,8.2,1,1,0,1,0,1,0,1,1,2,Weekly,1310.0,1179.0,Separate billing,4,2,0,1,0,0,1,0,1,Yes
221,Cost-Conscious Family Households,Jumeirah Park,Western (Europe/NA/ANZ),35-44,Couple with children,Tenant,8.0,3,"15,000-29,999",0,0,0,1,1,0,Agency/company,3,0,0,0,0,0,1,0,0,0,4.0,1,0,1,1,0,0,0,0,0,5,Biweekly,1653.0,1697.0,No preference,3,2,1,0,0,0,0,0,1,Maybe
222,Cost-Conscious Family Households,Dubai Hills Estate,South Asian,35-44,Multigenerational household,Owner,2.4,5,"15,000-29,999",1,0,1,1,0,0,DIY,2,1,0,0,1,0,1,0,0,0,5.0,0,1,0,1,0,0,1,0,1,4,Biweekly,2494.0,2619.0,Bundled into HOA fees,3,4,0,0,0,0,0,0,0,Maybe
223,Skeptical Traditionalists,Arabian Ranches,Other Arab,55+,Couple with children,Owner,7.3,4,"15,000-29,999",0,1,0,1,0,0,Mix,2,0,0,0,0,0,0,1,0,0,3.9,1,1,0,0,0,1,0,0,1,5,Flexible/on-demand,1328.0,1275.0,Separate billing,5,2,1,0,1,0,0,1,1,No
224,Tech-Savvy Young Adopters,Damac Hills,South Asian,25-34,"Single/couple, no children",Owner,1.7,3,"Under 15,000",0,0,0,0,1,0,Informal/word-of-mouth,2,0,1,0,0,0,1,0,0,0,6.1,1,1,1,0,0,1,0,0,0,5,Biweekly,493.0,772.0,Bundled into HOA fees,5,5,0,0,0,1,1,0,0,Maybe
225,Cost-Conscious Family Households,Mudon,Western (Europe/NA/ANZ),45-54,Couple with children,Owner,2.3,3,,1,0,0,1,0,0,Informal/word-of-mouth,4,0,1,0,0,0,1,0,0,0,4.5,0,1,1,1,0,0,0,1,0,4,Biweekly,614.0,431.0,No preference,5,4,0,0,0,0,1,1,0,Yes
226,Tech-Savvy Young Adopters,Al Furjan,Western (Europe/NA/ANZ),Under 25,Couple with children,Tenant,0.2,2,"30,000-49,999",0,0,0,0,0,1,Mix,2,0,1,0,1,0,0,1,1,0,3.8,1,0,0,1,1,1,1,1,0,2,Flexible/on-demand,707.0,912.0,No preference,5,4,0,0,0,0,0,0,0,Maybe
227,Time-Poor Premium Professionals,Al Furjan,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Owner,2.4,4,"50,000-79,999",1,1,0,0,0,0,Mix,2,1,0,1,1,1,0,1,0,0,9.7,1,1,1,1,0,0,0,0,1,4,Weekly,5570.0,7779.0,Separate billing,4,2,0,0,0,0,0,0,0,Yes
228,Skeptical Traditionalists,The Springs,GCC national,35-44,Couple with children,Owner,10.2,3,"15,000-29,999",1,1,1,1,0,0,Informal/word-of-mouth,3,0,0,1,1,0,1,0,0,0,1.7,0,1,1,0,0,0,0,0,1,3,Flexible/on-demand,1062.0,1155.0,Separate billing,5,4,0,0,1,0,0,0,0,Yes
229,Skeptical Traditionalists,Al Furjan,South Asian,55+,Couple with children,Owner,10.2,4,"15,000-29,999",1,0,0,0,0,0,Informal/word-of-mouth,4,0,0,1,1,0,0,0,0,0,2.4,0,1,1,1,0,0,0,0,1,5,Weekly,2529.0,1546.0,Separate billing,4,2,0,1,0,0,1,0,1,No
230,Time-Poor Premium Professionals,Akoya Oxygen,South Asian,55+,"Single/couple, no children",Owner,4.3,3,"80,000+",1,0,1,1,0,0,Agency/company,5,1,1,0,0,1,1,0,0,0,9.8,1,1,1,0,0,0,1,1,1,5,Weekly,2407.0,3511.0,Separate billing,4,3,0,0,0,0,1,0,0,Maybe
231,Time-Poor Premium Professionals,The Meadows,South Asian,35-44,"Single/couple, no children",Tenant,4.3,3,"80,000+",1,1,1,0,0,0,Agency/company,3,0,1,0,1,1,0,1,0,0,9.8,0,0,1,1,1,0,0,1,0,4,Biweekly,4561.0,5410.0,Separate billing,5,5,1,0,0,0,0,0,0,Maybe
232,Cost-Conscious Family Households,Mudon,South Asian,45-54,Couple with children,Owner,9.2,5,"30,000-49,999",1,1,0,1,1,0,Informal/word-of-mouth,3,1,0,1,1,1,1,0,0,0,6.8,1,1,0,1,0,1,0,1,1,3,Weekly,1357.0,1707.0,Separate billing,4,2,0,0,0,0,0,0,1,Yes
233,Tech-Savvy Young Adopters,Arabian Ranches,Southeast/East Asian,35-44,Couple with children,Tenant,0.8,2,"80,000+",0,0,0,0,0,1,Individual freelancers,3,0,0,0,0,0,0,0,1,0,3.7,0,1,1,0,0,1,1,0,0,2,Biweekly,2026.0,3002.0,Bundled into HOA fees,3,4,1,0,1,0,1,0,0,Yes
234,Skeptical Traditionalists,Akoya Oxygen,Southeast/East Asian,45-54,Multigenerational household,Owner,6.5,3,"15,000-29,999",1,0,0,1,0,0,Informal/word-of-mouth,4,0,0,0,0,1,0,1,1,0,1.7,0,1,0,1,1,1,0,0,0,5,Biweekly,1275.0,1375.0,Separate billing,5,1,0,0,1,0,0,1,0,Yes
